album_uri,album_name,artist,release_date,album_type
3oeiU8nG5eDm5YPpDvK6eS,Congratulations (Remix),"Post Malone, Quavo, Future",2017-06-16,album
07bIdDDe3I3hhWpxU6tuBp,DAYTONA,Pusha T,2018-05-25,album
4OoNqHBpbgDoqtN3u1IdiC,King Push – Darkest Before Dawn: The Prelude,Pusha T,2015-12-18,album
7e51fH5KpL87BCIVO068fh,Spotify Sessions,Pusha T,2014-06-10,album
0LgwP5HQ7psvJAY2KSGPMH,My Name Is My Name,Pusha T,2014-01-01,album
0tS7jye0zKwGF0H4rqFGvz,Fear Of God II: Let Us Pray,Pusha T,2011-11-08,album
045PA2kXlh776mWzZNqt5L,Puppets (Succession Remix),"Pusha T, Nicholas Britell",2019-10-11,album
2qtMrGLdjgNbVJ1xKDiqAf,Coming Home,"Pusha T, Ms. Lauryn Hill",2019-08-28,album
3v452sweoHYSYqZ3oVOM7c,Sociopath,Pusha T,2019-08-26,album
59oepjJR54xdxB4usb0Beu,Miami (feat. Pusha T),"Valee, Pusha T",2018-02-16,album
76ZSBJxlemKC2OM7qSHW4r,H.G.T.V. Freestyle,Pusha T,2016-10-14,album
4vLYreWxd2ptOAzPwTyBI3,SR3MM,"Rae Sremmurd, Swae Lee, Slim Jxmmi",2018-05-04,album
5v6iBhIlflzR9rEd1LAMbd,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,album
6eDx949ONWDCN0O22wFZf7,SremmLife,Rae Sremmurd,2015-01-06,album
6Qx4jA6F8xTrAypkeaVUSk,Christmas At Swae’s,"Swae Lee, Rae Sremmurd, Ear Drummers",2018-12-21,album
1zshwTFvBA3ctGTBTZ5r77,Nothing For Christmas,"Slim Jxmmi, Rae Sremmurd, Ear Drummers",2018-12-21,album
1EM0ALQzFRdZLcqOXgKtIU,Hands On Me,"BURNS, Maluma, Rae Sremmurd",2018-04-20,album
0D6QY2HNsCIFcL636qePwj,Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),"Mike WiLL Made-It, Rae Sremmurd, Big Sean",2018-03-29,album
6TSvhHOQtdGzhM0w6LUQSl,Black Beatles (Madsonik Remix),Rae Sremmurd,2017-02-24,album
6bqp9aUT7C4EHNqTLrdaJS,Look Alive (Remix),Rae Sremmurd,2016-07-30,album
3Bqdl3FndFhH6iw6kzwUcr,We - Single,Rae Sremmurd,2014-02-26,album
1raZYpawfPtW5YJC5NsTQ1,No Flex Zone (Remix),Rae Sremmurd,2014-01-01,album
4kQCM7kzTEivQGquNEzkTl,The Wild,Raekwon,2017-03-24,album
1DjD44E7NIEiRrhuQbbv01,Fly International Luxurious Art,Raekwon,2015-04-28,album
1lCxVzi6tCtuVlUDrPwSmO,The Tonite Show,Raekwon,2013-03-05,album
7y9thaBm7wBPzsvcAWyWbH,Shaolin Vs. Wu-tang,Raekwon,2011-01-01,album
0EBuHcZx8qwDxB5FqVkc5p,Shaolin Vs. Wu-Tang,Raekwon,2011-01-01,album
09CMsxWaO8Hald9q5NHkWb,The Babygrande Recordings,Raekwon,2009-09-01,album
5QpSt1QtT7MaCKZNQE82fv,Only Built 4 Cuban Linx 2,Raekwon,2009-01-01,album
1WJST5QsA23XFgOVYGLlTt,"The Vatican Mixtape, Vol. 3",Raekwon,2007-09-25,album
6ZCuEXxjVc3TgQUdZJVHBs,"The Vatican Mixtape, Vol. 1",Raekwon,2007-02-27,album
4i7N6dwHDmHtrJsWAjRYMc,Heroin Only,Raekwon,2006-11-10,album
1kMki3taQHmpptDNDDVSq4,The Lex Diamond Story,Raekwon,2003-01-01,album
41gZK0HtvO5zaOwJlT2Sed,Immobilarity,Raekwon,1999-11-16,album
65m3WKDdyzq4P0aHxnhdTg,Mad Max,"Almighty Slime, Rich Gang",2020-01-20,album
6XFQ3XY1IKWuzzmaJips0M,Sorry 4 Tha Wait,"Almighty Slime, Rich Gang",2019-12-19,album
1JgT6mYzPEFvsbZWjqmgCJ,Slatt University,"Almighty Slime, Rich Gang",2019-11-02,album
7Dg45in5QAfGluUc1x874g,Slimewop 3,"Rich Gang, Almighty Slime",2019-08-22,album
5R9wir5X8dVr7B6NC9dXD8,!,"Rich Gang, Almighty Slime",2019-07-26,album
2VKPqV9eORha9ke4vOL9WI,Rokkstar Status,"Almighty Slime, Rich Gang",2019-06-19,album
5fNDsY6brqufpsJwH9hx9L,SlimeWop 2,"Almighty Slime, Rich Gang",2019-06-12,album
6tjdS0dSOwlOmaiz0q68Ov,SlimeWop,"Almighty Slime, Rich Gang",2019-05-17,album
2PYJg7uykLolWPJhqqDe9o,Rich $lime,"Almighty Slime, Rich Gang",2019-05-02,album
2uhiqri87eC7Xe0tg9p7fB,Rich Gang (Deluxe Version),Rich Gang,2013-01-01,album
4vKcewiCloFlttCdZKHcPb,Rich Gang,Rich Gang,2013-01-01,album
0IU5Zmlx4Nx3tjfhSMf3wa,Preto no Corre,"Thug Life, Rich Gang, Rocko",2020-01-09,album
2yawLI0eM9BsKzaC0Keye3,Now,"Dibyo, Rich Gang",2019-12-16,album
2P9Y8u0ZDHbrgt66KK0pCA,Shotta Flow 4,"Almighty Slime, Rich Gang",2019-07-20,album
3v2GjFB9V5kHgrOCXn3sI9,Run the Jewels 3,Run The Jewels,2016-12-25,album
2jsjxv51sLt4wDnAixPMIM,Meow The Jewels,Run The Jewels,2015-09-25,album
2wwA3sIVfwCSQReRnVOvzL,Run The Jewels 2,Run The Jewels,2014-10-27,album
2ZyrfJY5s31jPFFxKrgKK1,Run the Jewels Instrumentals,"Run The Jewels, El-P",2014-04-25,album
5okrDWqn2b0dX1VBpaZRxQ,Run The Jewels (Deluxe European Edition),Run The Jewels,2014-01-13,album
7BUlAwJBzKyllRuDTKV8Ae,Run the Jewels,Run The Jewels,2013-06-26,album
4mPoFkacMPrrMns3ClYGCz,Let's Go (The Royal We),Run The Jewels,2018-10-13,album
2tf2yofFE86UGiV73QilAS,Stay Gold Remix,"Run The Jewels, Smiff & Cash",2018-05-31,album
4dhlqFt3GmTjVNAaVoLidl,Run the Jewels (Baby Driver Dialogue Version),Run The Jewels,2018-04-13,album
05gw8uhHTvMyeBDcQX49GS,Mean Demeanor,Run The Jewels,2017-09-29,album
3mrqwsL65gMvSySI8GxRhI,Down (Z Dot UK Remix),"Run The Jewels, Z Dot",2017-06-23,album
0gc4LRHfvxGCljMVwgNZnC,Panther Like a Panther (Original Demo Version),Run The Jewels,2017-06-02,album
24OukO41ZcjNVzpVzc6bvH,Legend Has It,Run The Jewels,2016-12-02,album
3GCeKN7n4hV9ET7lQVUqRH,2100 (feat. BOOTS),Run The Jewels,2016-11-11,album
3XFrvUGyUPvWf8m1RxEts9,Talk to Me,Run The Jewels,2016-11-04,album
3UTp6spxkyTdvsmJDPfb7n,CrasH Talk,ScHoolboy Q,2019-04-26,album
0YbpATCIng8Fz2JrfHmEf7,Blank Face LP,ScHoolboy Q,2016-07-08,album
7Et3bSTLLqdABO1qCxUplS,Oxymoron (Deluxe),ScHoolboy Q,2014-01-01,album
3WrybrSHu1vSZaQegAZTyn,Oxymoron,ScHoolboy Q,2014-01-01,album
6Xz8eKy8TeAyzwGr8QSOAS,Habits & Contradictions,ScHoolboy Q,2012-01-14,album
5QGtxFOTTr0Z4TyUQNVOKO,Setbacks,ScHoolboy Q,2011-01-11,album
0ZqH82yyXnVWqYA58RVhYP,"Kill 'Em With Success (with ScHoolboy Q, 2 Chainz & Mike WiLL Made-It)","Eearz, ScHoolboy Q, 2 Chainz",2018-11-02,album
0VZWhdLRtDPan52RfTHkp9,THat Part (Black Hippy Remix),ScHoolboy Q,2016-07-16,album
3KUQdmOHhInA6owBD1eyX8,Groovy Tony,ScHoolboy Q,2016-04-05,album
121CP33GTXOt5DRTu1N7ii,Yay Yay,ScHoolboy Q,2013-01-01,album
1C1mvUxPYGzTqVpXu6vOLf,Hands On The Wheel,ScHoolboy Q,2012-01-01,album
3VwKMo3Ql4LBheVsnJgAnK,Druggys WitH Hoes Again (feat. Ab-Soul) - Single,ScHoolboy Q,2011-10-11,album
0a8d4BfLP3XEiuZZTWxxEQ,I Wanna Thank Me,Snoop Dogg,2019-08-16,album
4zeITicw3oKpOV5EMQIUQH,Snoop Dogg Presents Bible of Love,Snoop Dogg,2018-03-16,album
7JH7jIpL9JwnBEpYAtyi2f,220,Snoop Dogg,2018-02-20,album
6MRg8FgwKDNmNO0D9neSmo,Make America Crip Again,Snoop Dogg,2017-10-27,album
4HGpekiabmZyat5xw23uZB,Neva Left,Snoop Dogg,2017-05-19,album
0TDrWBqGYPnJEd3DZpNnIx,COOLAID,Snoop Dogg,2016-07-01,album
5Rd4xjjrhHvLVSFDAMi1nr,COOLAID (Clean Edited Version),Snoop Dogg,2016-07-01,album
3uymcMheLvldkL7e7EUXz3,Cuzznz,"Daz Dillinger, Snoop Dogg",2016-01-15,album
3UesepjW7Scwi8DV62Qqyn,BUSH,Snoop Dogg,2015-05-06,album
6YxjD9sRNGNOGGXuFzI5pF,7 Days Instrumentals,"7 Days Of Funk, Dâm-Funk, Snoop Dogg",2014-03-04,album
53a8bJTrR57zOjTlOOm1Hl,7 Days of Funk,"7 Days Of Funk, Dâm-Funk, Snoop Dogg",2013-12-10,album
12pnVAswzLE6hArSl0bF0h,Mac and Devin Go To High School (Music From and Inspired By The Movie),"Snoop Dogg, Wiz Khalifa",2011-12-12,album
4x53rdOiC4Zkb3bbqw9FyM,Doggumentary,Snoop Dogg,2011-01-01,album
76290XdXVF9rPzGdNRWdCh,Ctrl,SZA,2017-06-09,album
2qCyMMQ785sPH4Yx25GQZ8,Z,SZA,2014-04-08,album
0QI0w2DStkPNSBnZd5ZgD7,Just Us,"DJ Khaled, SZA",2019-05-10,album
5enEsi887wD3qGoMCK4jLr,The Weekend (Funk Wav Remix),"SZA, Calvin Harris",2017-12-15,album
06dngKXkh91TrnpHcNelJS,Broken Clocks,SZA,2017-06-02,album
41HZOC3jBstsK2ujTn7Kgm,Drew Barrymore,SZA,2017-01-13,album
5MDmKDe9kmJBsf8yYn8dUM,Born 2 Rap,The Game,2019-11-29,album
0oYPYkxc18YCwJR7OKnPdC,1992,The Game,2016-10-14,album
51pWPRmyRyrh4GDwUjWmkM,1992 (Bonus Track Edition) [Clean],The Game,2016-10-14,album
65f7xk2mAPmUeY3MifzWnp,Block Wars,The Game,2016-07-29,album
3FNH8aPUttj3rlDRsguJwx,Streets Of Compton,The Game,2016-06-17,album
0emTtJfR6Kxd6XnX6Cv3ZZ,The Documentary 2 + 2.5 (Collector's Edition),The Game,2016-01-22,album
4bgRhU3yyBJxuYz61FKsNa,The Documentary 2.5,The Game,2015-10-16,album
37PDUywhZDqvf1Z7pOl1Ih,The Documentary 2,The Game,2015-10-09,album
3Ezv8bXs9vS908aaKdWrQ3,The King & I,"Faith Evans, The Notorious B.I.G.",2017-05-19,album
0nyTuDV4qohpivHna2kKF8,Duets: The Final Chapter,The Notorious B.I.G.,2005-12-13,album
7zg9ZSOQtYLjWnvSawflg6,Born Again,The Notorious B.I.G.,1999,album
7dRdaGSxgcBdJnrOviQRuB,Life After Death (2014 Remastered Edition),The Notorious B.I.G.,1997-03-04,album
6uMVAiciTpTyrQn5QJDPJM,Life After Death (2014 Remaster),The Notorious B.I.G.,1997-03-04,album
2HTbQ0RHwukKVXAlTmCZP2,Ready to Die (The Remaster),The Notorious B.I.G.,1994-09-13,album
2ymwUMeW3BySLhKNp8UQZ3,Ready to Die (The Remaster; 2015 Remaster),The Notorious B.I.G.,1994-09-13,album
3PK9NEwsFsE1YIzq9XFWiN,Party On The West Coast (feat. Snoop Dogg),"Matoma, Faith Evans, The Notorious B.I.G.",2017-05-21,album
4v55njNe2owBsm6VuEiTLe,Old Thing Back (feat. Ja Rule and Ralph Tresvant),"Matoma, The Notorious B.I.G.",2015-02-17,album
3mk8FCB1EOT3IRrers5Zyo,Spit Your Game,The Notorious B.I.G.,1997-11-25,album
6k2BYTZOdRsflWuXFwyvRY,Hypnotize,The Notorious B.I.G.,1997-04-01,album
7a5kavkE59JLa6LRTq9ait,Mo Money Mo Problems (feat. Puff Daddy & Mase),The Notorious B.I.G.,1997,album
53eZ4hJLZaxoM81SEkS2jv,Big Poppa,The Notorious B.I.G.,1995-02-20,album
6bj9JFEnqeqLoIwAQoZfXY,One More Chance,The Notorious B.I.G.,1995,album
4063yQmtpSwsXJtC6Sc7tn,Juicy / Unbelievable,The Notorious B.I.G.,1994-09-13,album
0bJNwuf7qzIlvSLZXSaMRN,Who Shot Ya? / Warning,The Notorious B.I.G.,1994,album
4qZBW3f2Q8y0k1A84d4iAO,"My Dear Melancholy,",The Weeknd,2018-03-30,album
2ODvWsOgouMbaA5xf0RkJe,Starboy,The Weeknd,2016-11-25,album
0P3oVJBFOv3TDXlYRhGL7s,Beauty Behind The Madness,The Weeknd,2015-08-28,album
522VpsDblCDf3rMSnDU4tZ,Kiss Land,The Weeknd,2013-09-09,album
4NQNWfXDGo6MPCscpwuTgz,Trilogy,The Weeknd,2013-01-01,album
2ZfHkwHuoAZrlz7RMj0PDz,Blinding Lights,The Weeknd,2019-11-29,album
7vRcickwa6GCfY1qKKe4lK,Heartless,The Weeknd,2019-11-27,album
6B3VYsWUR2xf7HptOO2fpr,Reminder (Remix),The Weeknd,2017-08-01,album
0NSognr1k6PH6SZZ6uv44G,Lust for Life (with The Weeknd),"Lana Del Rey, The Weeknd",2017-04-19,album
4rGQxBDZ4hHCKePXaYOTSB,Starboy (Kygo Remix),The Weeknd,2016-11-11,album
1Sf8GsXG32t0jNrX11xqWx,JACKBOYS,"JACKBOYS, Travis Scott",2019-12-27,album
41GuZcammIkupMPKH2OJ6I,ASTROWORLD,Travis Scott,2018-08-03,album
6FED8aeieEnUWwQqAO9zT1,"Huncho Jack, Jack Huncho","Huncho Jack, Travis Scott, Quavo",2017-12-21,album
42WVQWuf1teDysXiOupIZt,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,album
4PWBTB6NYSKQwfo79I3prg,Rodeo (Expanded Edition),Travis Scott,2015-09-04,album
7hXWMVDn9SVV7zNYiQGvWO,Hot (Remix) [feat. Gunna and Travis Scott],"Young Thug, Gunna, Travis Scott",2019-11-01,album
2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,Travis Scott,2019-10-04,album
0RDH4M8AhISBHwCVr2ByYX,Antisocial (with Travis Scott),"Ed Sheeran, Travis Scott",2019-07-11,album
6TcKoifNw4hO5Nyl3pgwAa,SICKO MODE (Skrillex Remix),"Travis Scott, Skrillex",2018-11-28,album
0D2ArJUb7VQ2tVmsHZohUZ,Dark Knight Dummo (Feat. Travis Scott),"Trippie Redd, Travis Scott",2017-12-05,album
5QQeGvfjC9N8ERhn63sqLM,Know No Better (Remixes),"Major Lazer, Travis Scott, Camila Cabello",2017-08-18,album
1LSA9cFMaK9j6hXvT62L0h,Know No Better,"Major Lazer, Travis Scott, Camila Cabello",2017-06-01,album
1x2nZMdADxqrWWcDveYNYN,Fish N Grits (feat. Travis Scott),"Wale, Travis Scott",2017-04-07,album
3G9US0Byt1UldeKifKPIwa,Go Off,"Lil Uzi Vert, Quavo, Travis Scott",2017-03-02,album
4MDMfOdhV1IyoRnklwOHG9,pick up the phone,"Young Thug, Travis Scott",2016-06-03,album
5zi7WsKlIiUXv09tbGLKsE,IGOR,Tyler The Creator,2019-05-17,album
2nkto6YNI4rUYTLqEwWJ3o,Flower Boy,Tyler The Creator,2017-07-21,album
621OhgnZJ7Pz8iUazct1In,Cherry Bomb,Tyler The Creator,2015-04-13,album
5V3Chnpno9oTI7JSPXKUf3,Cherry Bomb + Instrumentals,Tyler The Creator,2015-04-13,album
40QTqOBBxCEIQlLNdSjFQB,Wolf,Tyler The Creator,2013-04-01,album
40ucxnGO51wcTGNI6xge6z,Goblin (Deluxe Edition),Tyler The Creator,2011-05-10,album
7tjZ51DOxwxIcnY20ThkaV,Goblin,Tyler The Creator,2011-05-10,album
2gIJO0RLORaeRCT9G1E52V,EARFQUAKE (Channel Tres Remix),"Tyler The Creator, Channel Tres",2019-10-04,album
05qQ4Sl7LjxDhZFB1ChVvH,Music Inspired by Illumination & Dr. Seuss' The Grinch,Tyler The Creator,2018-11-16,album
0mON6NgLc1WR44HQ3CkNZb,Peach Fuzz,Tyler The Creator,2018-09-21,album
5wWkfNvfwMfQFbas9Gjggq,435,Tyler The Creator,2018-06-08,album
0dXN05tQ4StX1W0lwN95Q6,OKRA,Tyler The Creator,2018-03-30,album
1IwLvI6D1ZQbnRjdTNdEJu,I Ain't Got Time!,Tyler The Creator,2017-07-19,album
5CNavGuUL6Ztukid91qgVB,Boredom,Tyler The Creator,2017-07-12,album
0RffqgthNhj28TMkTUc4h3,Who Dat Boy / 911,Tyler The Creator,2017-06-30,album
4n7vzMjIJLuU4yMSFaoQ9h,Domo23,Tyler The Creator,2013-02-15,album
1scDXjzL5XDnu1Sp7twX8V,Sandwitches,"Tyler The Creator, Hodgy",2011-02-15,album
1rHPGCGcTUUzeFtGs2SGPZ,Yonkers,Tyler The Creator,2011-02-15,album
6SRxt5KPZbpJ4dB8ssYvQ0,Banned (Slowed & Chopped by DJ Red),UGK,2018-11-23,album
791Vf45uel4npVmy9jCjpE,The Southern Way,UGK,2018-06-30,album
3615jyGdFlOI0uLCBnzWXA,The Bigtyme Way (1992-1997) [Slow’d & Tap’t],UGK,2016-11-29,album
52D2v3pzp70PRdjH2HDKO0,The Bigtyme Way 1992-1997 (Bonus Edition),UGK,2015-04-07,album
2DFK9pm59cvDaFWKgJVUtk,UGK 4 Life,UGK,2009-03-26,album
4GXlMz68LyGZeHzJcetFi1,UGK (Underground Kingz),UGK,2007-08-07,album
04F8RvzrP94IgFnim6jOom,Jive Records Presents: UGK - Chopped & Screwed,UGK,2004-12-03,album
6Q7TCZ31DUdPr4wOYi8lPG,Best of UGK,UGK,2003-06-12,album
2GVOVA37Vzl1vgsPRBA6Nj,The Southern Way (Mixed By Big Chance),UGK,2003,album
7jlzVc3FDwo8JD3xF6ww9S,Side Hustles,UGK,2002-09-23,album
1HWeoKv9Pi7Mkw3oQA7Yud,Dirty Money,UGK,2001-11-11,album
4jTPQq9PSlKMOm1yLx2ATN,Ridin' Dirty,UGK,1996-07-30,album
4rjGyhPnaKV5hfwFNiHtQA,Super Tight,UGK,1994-08-30,album
4HzHd0EcjdHYKDi5NbS5xU,Too Hard To Swallow,UGK,1992-09-11,album
0DKm0cvIrEw0gkt0odO28Q,Da Game Been Good to Me,UGK,2009-02-12,album
43XDVMxfto2FBYe1PQ1aEI,Quit Hatin' the South (feat. Charlie Wilson & Willie D),UGK,2007-02-27,album
5IS0MYKTVN9DSPmL9bcoK0,Stop-n-Go (feat. Jazze Phá),UGK,2006-11-21,album
1XGGeqLZxjOMdCJhmamIn8,FM!,Vince Staples,2018-11-02,album
5h3WJG0aZjNOrayFu3MhCS,Big Fish Theory,Vince Staples,2017-06-23,album
2haR5qnQopCdVASZ92YTGn,Prima Donna,Vince Staples,2016-08-25,album
4Csoz10NhNJOrCTUoPBdUD,Summertime '06,Vince Staples,2015-06-30,album
7mxpMxmMM8RN39YRlo08v7,Hell Can Wait,Vince Staples,2014-09-23,album
1bSClsUZiaNRzifTz0YMu9,Hell Bound (Ad 01),Vince Staples,2019-12-19,album
09VyQ2zwUx0EBKTJNBUZv1,"Yo Love (From ""Queen & Slim: The Soundtrack"")","Vince Staples, 6LACK, Mereba",2019-11-11,album
6JmxEBw8F70kglARriocdW,Sheet Music (Episode 02),Vince Staples,2019-10-31,album
2aYUBEDBamdjpTQT6h6vAL,So What? (Episode 01),Vince Staples,2019-08-22,album
0wF7e3QCjqx2eACY1eMP0Z,Get The Fuck Off My Dick,Vince Staples,2018-03-09,album
6eQpKhYCtvD0TwXQVHsgC2,&burn (with Vince Staples),"Billie Eilish, Vince Staples",2017-12-15,album
528CxZWW3tiHKzJcPgvWej,Norf Norf,Vince Staples,2015-06-23,album
2xnuEN4FUvEJ7au1j82Y1L,Of Mics And Men (Music From The Showtime Documentary Series),Wu-Tang Clan,2019-05-17,album
3g8KDFecnLPa6YiBdHTl8K,The Saga Continues,Wu-Tang Clan,2017-10-13,album
1XiCmEinrmarN4R6F9saUf,A Better Tomorrow,Wu-Tang Clan,2014-12-01,album
1rsA8ofEIHtvfR1FTwt0xj,Soundtracks from the Shaolin Temple,Wu-Tang Clan,2013-05-14,album
62IgDbNTi6rvc11a1XgCd4,Legendary Weapons,Wu-Tang Clan,2011-07-26,album
5obiyJomz6ypITdwLIdNkv,"Wu-Tang Meets the Indie Culture, Vol. 2 - Enter the Dubstep (Instrumentals)",Wu-Tang Clan,2010,album
762XfNqBx6GV8IseS2zSuq,Wu-Tang Meets the Indie Culture Vol. 2: Enter the Dubstep,Wu-Tang Clan,2009-11-10,album
7GvdgeSyGWQ8x7RrchZkU3,Wu-Tang Meets The Indie Culture Instrumentals,Wu-Tang Clan,2009-04-14,album
7E41BxBIjPfESE4i75oDVR,Live At Montreux 2007,Wu-Tang Clan,2008-09-22,album
14u4xxov9oj509A7sGPJdH,8 Diagrams,Wu-Tang Clan,2007-12-11,album
71i2DEJp6T0ywlT62T3gLv,Wu-Tang Meets The Indie Culture,Wu-Tang Clan,2005-10-18,album
1QzsV8brEcEwOe7jcMUz13,Disciples of the 36 Chambers: Chapter 1 (Live) [2019 - Remaster],Wu-Tang Clan,2004-03-12,album
1gKAuYWacmDF9bpHlLBLcX,Wu-Tang Iron Flag,Wu-Tang Clan,2001-12-18,album
3hn46RDrEmoi4XhLjgdNjZ,Bad Vibes Forever,XXXTENTACION,2019-12-06,album
2c6s84YTwR9cfncPmB9fNW,? (Deluxe),XXXTENTACION,2019-09-06,album
4EeDFhIVRxOg4dx7ozSNXa,"XXXTENTACION Presents: Members Only, Vol. 4",XXXTENTACION,2019-01-23,album
1qsQOC4Jn0fnaUZLAbs4dz,SKINS,XXXTENTACION,2018-12-07,album
2Ti79nwTsont5ZHfdxIzAm,?,XXXTENTACION,2018-03-16,album
5VdyJkLe3yvOs0l4xXbWp0,17,XXXTENTACION,2017-08-25,album
7ifkO4gppMVf0HNy7JJDHn,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION,2017-07-14,album
1f8a8aLfreWLK8lH7t74ws,bad vibes forever,XXXTENTACION,2019-11-22,album
0n2Pe7tA6N8hl7Qwo0FawG,HEARTEATER,XXXTENTACION,2019-10-22,album
2rfqTGtJKFY3hJLuuTLA5A,#PROUDCATOWNERREMIX,XXXTENTACION,2019-08-20,album
0PlIVDVVQdDmYijtQAMpIO,"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)",XXXTENTACION,2019-07-19,album
53OzYwSgFnw45FrJ8qr6ix,Falling Down (Travis Barker Remix),"Lil Peep, XXXTENTACION",2019-07-11,album
4BuW3ZVDpuEaxTkp85SYfM,RUN IT BACK!,"Craig Xen, XXXTENTACION",2019-06-12,album
0YcBWlnJCLef8qsaHaFtfU,BAD!,XXXTENTACION,2018-11-09,album
3z7DY4VvhzVkxHdgoPQwmL,Banded Up (feat. XXXTENTACION),"Ronny J, XXXTENTACION",2018-02-15,album
5zuM1EG06X1J7VsIF1omRm,4REAL 4REAL,YG,2019-05-24,album
5IYvKd22yQkJRfoIStesbX,STAY DANGEROUS,YG,2018-08-03,album
4VqdntbxmB7r1At6sPKRnb,Red Friday,YG,2016-11-25,album
4nwd6ernojhNIIRifDJoRz,Still Brazy (Deluxe),YG,2016-06-17,album
023jioejd2M0SHsBo3tXrP,California Livin,"Blanco, YG, DB Tha General",2015-10-09,album
3ldsrFbLgrIJ00byb2tncW,Blame It On The Streets,YG,2014-11-24,album
60QP93G98tBVQnB6qWROtY,My Krazy Life (Deluxe Edition),YG,2014-03-18,album
10jogO732o8oGvsjVpWRmO,My Krazy Life (Deluxe),YG,2014-01-01,album
00ZongxwSU87MBYWcUgDGf,My Krazy Life,YG,2014-01-01,album
6LYs6vCaIZd3kemw1JDGti,Just Re'd up 2,YG,2013-01-02,album
4T2mQ3Ou4VOt2257bYYAZy,Just Re'd Up,YG,2011-05-11,album
24jAbLMFzCTlIv3kQ94HwK,So Much Fun (Deluxe),Young Thug,2019-12-20,album
1bnHPO4dKK7IjvgrtVBcQh,So Much Fun,Young Thug,2019-08-16,album
4OHfmMUq6xwCo8zfQuc9Rf,Slime Language,"Young Thug, Young Stoner Life Records",2018-08-17,album
5Dwws0oO0fQLDsrwZE7rvW,Slime Season 4,Young Thug,2017-12-04,album
51KZKzPd3OQT1r46a55VTt,Beautiful Thugger Girls,Young Thug,2017-06-16,album
7EpUpNUkkEGnaCvkcn1j4H,JEFFERY,Young Thug,2016-08-26,album
2z4c8M8aVzl7CTobIp36KF,Slime Season 3,Young Thug,2016-03-25,album
4sAB9WulPpnAcig7alDGTg,I'm Up,Young Thug,2016-02-05,album
3etiSiRWBRUkJ4vMW2s3DK,1017 Thug,Young Thug,2015-12-11,album
3qIk608h23slt7KEqhEyj4,Young Thugger Mane La Flare,"Gucci Mane, Young Thug",2015-12-11,album
5yu0WHG7kYQuFA7GdOQL9Y,The Purple Album,"Gucci Mane, Young Thug",2015-06-09,album
0BsMZIueWsJLWng8A7sE8e,Barter 6,Young Thug,2015-04-16,album
7a3rhn1csJY4CbdqcQsMcy,Brick Sqaud,Young Thug,2014-11-18,album
4N0QH3uy5K5T3fMtpLIpKq,1017 Thug 3 The Finale,Young Thug,2014-08-29,album
56hYCG1iltKiEgSPOeRRYd,Young Thugga Mane La Flare,"Gucci Mane, Young Thug",2014-04-24,album
4k4w4MLXdY084qrbMGy9Sg,I Came from Nothing 2,Young Thug,2011-12-20,album
